,APPLICATION NO,GENDER,UACE YEAR,CODE,DISTRICT,COURSE CODE,COURSE NAME,TOTAL WEIGHT,WEIGHT RANGE,SCHOOL,REGION
191,23APF1390733042149984,F,2022,75.0,MITYANA,ADM,Bachelor of Business Administration,44.6,Very Good,"CENTRAL COLLEGE, MITYANA",Central
192,23APF1274329002128246,F,2022,55.0,WAKISO,ADM,Bachelor of Business Administration,44.5,Very Good,BRILLIANT HIGH SCH. KAWEMPE,Central
193,23APF1201898784139496,M,2022,55.0,WAKISO,ADM,Bachelor of Business Administration,44.4,Very Good,MBOGO COLLEGE SCHOOL,Central
194,23APF476861760119735,M,2022,32.0,LUWEERO,ADM,Bachelor of Business Administration,44.0,Very Good,ATLAS HIGH SCHOOL,
195,23APF1613738654136076,F,2022,55.0,WAKISO,ADM,Bachelor of Business Administration,44.0,Very Good,MENGO SECONDARY SCHOOL ANNEX,Central
196,23APF997541771104726,F,2022,33.0,MASAKA,ADM,Bachelor of Business Administration,43.8,Very Good,ST. MARK'S SS NAMAGOMA,Central
197,23APF212143844145211,F,2022,55.0,WAKISO,ADM,Bachelor of Business Administration,43.7,Very Good,"MARIAM HIGH SCHOOL, KAMPALA",Central
198,23APF215423269129790,F,2022,88.0,BUTAMBALA,ADM,Bachelor of Business Administration,43.7,Very Good,GOMBE SECONDARY SCHOOL,Central
199,23APF1041448886123594,F,2022,42.0,MUKONO,ADM,Bachelor of Business Administration,43.7,Very Good,ST. HENRY'S COLLEGE - NAMUGONGO,Central
200,23APF522759117105764,F,2022,55.0,WAKISO,ADM,Bachelor of Business Administration,43.6,Very Good,"UGANDA MARTYRS S.S., NAMUGONGO",Central
201,23APF720982800124168,F,2022,55.0,WAKISO,ADM,Bachelor of Business Administration,43.6,Very Good,"TRINITY COLLEGE, NABBINGO",Central
202,23APF1566335825106628,F,2022,45.0,NAKASONGOLA,ADM,Bachelor of Business Administration,43.5,Very Good,NAALYA SSS,Central
203,23APF1043244691145284,F,2022,37.0,MBARARA,ADM,Bachelor of Business Administration,43.5,Very Good,IMMACULATE HEART GIRLS SCHOOL,Western
204,23APF1680136341133616,F,2022,21.0,KASESE,ADM,Bachelor of Business Administration,43.4,Very Good,MAKERERE COLLEGE SCHOOL,Western
205,23APF720743868143767,F,2022,85.0,BUIKWE,ADM,Bachelor of Business Administration,43.3,Very Good,,Central
206,23APF826054171107921,M,2022,16.0,KAMPALA,ADM,Bachelor of Business Administration,43.3,Very Good,,Central
207,23APF1602567844130282,F,2022,75.0,MITYANA,ADM,Bachelor of Business Administration,43.2,Very Good,"SEETA H/S GREEN CAMPUS, MUKONO",Central
208,23APF287250677136863,F,2022,53.0,SOROTI,ADM,Bachelor of Business Administration,43.2,Very Good,BULOBA ROYAL COLLEGE,Eastern
209,23APF729782930108317,F,2022,12.0,KABALE,ADM,Bachelor of Business Administration,43.2,Very Good,BUDDO SEC. SCHOOL,Western
210,23APF862636850138618,F,2022,52.0,SIRONKO,ADM,Bachelor of Business Administration,43.1,Very Good,IGANGA SECONDARY SCHOOL,Eastern
211,23APF538973411108338,M,2022,13.0,KABAROLE,ADM,Bachelor of Business Administration,43.1,Very Good,ST.MARY'S SS KITENDE (ANNEX),Western
212,23APF739416834148895,M,2022,55.0,WAKISO,ADM,Bachelor of Business Administration,43.0,Very Good,"ST HENRY'S COLLEGE, KITOVU",Central
213,23APF556562250149216,F,2022,81.0,NAKASEKE,ADM,Bachelor of Business Administration,42.8,Very Good,POPE JOHNPAUL II  HIGH SCHOOL,Central
214,23APF452376143128070,F,2022,55.0,WAKISO,ADM,Bachelor of Business Administration,42.7,Very Good,PRIDE COLLEGE SCHOOL MPIGI,Central
215,23APF900646371127168,F,2022,55.0,WAKISO,ADM,Bachelor of Business Administration,42.7,Very Good,ST MARY'S SS  KITENDE,Central
216,23APF1674647943113045,M,2022,52.0,SIRONKO,ADM,Bachelor of Business Administration,42.7,Very Good,MENGO SECONDARY SCHOOL ANNEX,Eastern
217,23APF1553004744147784,F,2022,6.0,BUSHENYI,ADM,Bachelor of Business Administration,42.6,Very Good,BWERANYANGI GIRLS' SCHOOL,Western
218,23APF1425422752115622,F,2022,71.0,KALIRO,ADM,Bachelor of Business Administration,42.6,Very Good,,Eastern
219,23APF1269085013144231,F,2022,9.0,HOIMA,ADM,Bachelor of Business Administration,42.6,Very Good,"TRINITY COLLEGE, NABBINGO",Western
220,23APF192601537128082,F,2022,21.0,KASESE,ADM,Bachelor of Business Administration,42.6,Very Good,IMMACULATE HEART GIRLS SCHOOL,Western
221,23APF199556983126506,F,2022,78.0,BUDUDA,ADM,Bachelor of Business Administration,42.4,Very Good,,Eastern
222,23APF912473175123527,F,2022,33.0,MASAKA,ADM,Bachelor of Business Administration,42.3,Very Good,MENGO SECONDARY SCHOOL ANNEX,Central
223,23APF895948953122227,F,2022,55.0,WAKISO,ADM,Bachelor of Business Administration,42.3,Very Good,ST. MARK'S SS NAMAGOMA,Central
224,23APF1325480872139273,F,2022,51.0,SEMBABULE,ADM,Bachelor of Business Administration,42.0,Very Good,ST. JOHN'S COLLEGE MPIGI,Central
225,23APF81219520106950,M,2022,37.0,MBARARA,ADM,Bachelor of Business Administration,41.9,Very Good,BUDDO SEC. SCHOOL,Western
226,23APF1340170655150606,F,2022,9.0,HOIMA,ADM,Bachelor of Business Administration,41.9,Very Good,NABISUNSA GIRLS' SCHOOL,Western
227,23APF613836727115542,M,2022,16.0,KAMPALA,ADM,Bachelor of Business Administration,41.8,Very Good,KAWEMPE MUSLIM SS,Central
228,23APF770522122135990,M,2022,33.0,MASAKA,ADM,Bachelor of Business Administration,41.7,Very Good,"ST. LAWRENCE S.S, SSONDE",Central
229,23APF1644152694121952,F,2022,42.0,MUKONO,ADM,Bachelor of Business Administration,41.7,Very Good,MPOMA SCHOOL,Central
230,23APF479872574143084,F,2022,75.0,MITYANA,ADM,Bachelor of Business Administration,41.7,Very Good,ST. JULIAN HIGH SCHOOL,Central
231,23APF686184430146010,F,2022,49.0,RAKAI,ADM,Bachelor of Business Administration,41.7,Very Good,,Central
232,23APF1001698998147753,F,2022,16.0,KAMPALA,ADM,Bachelor of Business Administration,41.6,Very Good,"KING'S COLLEGE, BUDO",Central
233,23APF815748530104750,F,2022,8.0,GULU,ADM,Bachelor of Business Administration,41.6,Very Good,"MT.ST.MARY'S, NAMAGUNGA",Northern
234,23APF1056456856141803,F,2022,25.0,KIBOGA,ADM,Bachelor of Business Administration,41.5,Very Good,BUDDO SEC. SCHOOL,Central
235,23APF433922250143100,M,2022,72.0,KIRUHURA,ADM,Bachelor of Business Administration,41.5,Very Good,CITIZEN'S SECONDARY SCHOOL,Western
236,23APF194036946116163,F,2022,25.0,KIBOGA,ADM,Bachelor of Business Administration,41.5,Very Good,MENGO SECONDARY SCHOOL ANNEX,Central
237,23APF1458105109108217,F,2022,55.0,WAKISO,ADM,Bachelor of Business Administration,41.5,Very Good,OUR LADY OF GOOD COUNSEL,Central
238,23APF1408161441123588,F,2022,55.0,WAKISO,ADM,Bachelor of Business Administration,41.5,Very Good,MENGO SECONDARY SCHOOL,Central
239,23APF782506499117912,F,2022,32.0,LUWEERO,ADM,Bachelor of Business Administration,41.5,Very Good,JANAN S.S,
240,23APF169217945112172,F,2022,55.0,WAKISO,ADM,Bachelor of Business Administration,41.4,Very Good,ST. MARK'S SS NAMAGOMA,Central
241,23APF764367478128489,M,2022,88.0,BUTAMBALA,ADM,Bachelor of Business Administration,41.2,Very Good,GOMBE SECONDARY SCHOOL,Central
242,23APF1181292234113887,F,2022,55.0,WAKISO,ADM,Bachelor of Business Administration,41.1,Very Good,,Central
243,23APF378925277145557,M,2022,12.0,KABALE,ADM,Bachelor of Business Administration,40.9,Very Good,NAMIREMBE HILLSIDE S.S.,Western
244,23APF1412770796129375,F,2022,6.0,BUSHENYI,ADM,Bachelor of Business Administration,40.9,Very Good,ST MARY'S SS  KITENDE,Western
245,23APF1002320913111285,F,2022,21.0,KASESE,ADM,Bachelor of Business Administration,40.9,Very Good,ST MARY'S SS  KITENDE,Western
246,23APF55482364143731,F,2022,69.0,ISINGIRO,ADM,Bachelor of Business Administration,40.8,Very Good,BONI  CONSILLIGIRLS,Western
247,23APF279123186109766,F,2022,42.0,MUKONO,ADM,Bachelor of Business Administration,40.8,Very Good,"ST.JOSEPH'S S S, NAGGALAMA",Central
248,23APF283364820143061,F,2022,46.0,NTUNGAMO,ADM,Bachelor of Business Administration,40.7,Very Good,RUBAARE SECONDARY SCHOOL,Western
249,23APF1524136749148462,F,2022,7.0,BUSIA,ADM,Bachelor of Business Administration,40.7,Very Good,IGANGA SECONDARY SCHOOL,Eastern
250,23APF488295770145540,M,2022,106.0,NGORA,ADM,Bachelor of Business Administration,40.7,Very Good,OURLADY OF AFRICA SS NAMILYANGO,Eastern
251,23APF1211652578136931,F,2022,65.0,IBANDA,ADM,Bachelor of Business Administration,40.7,Very Good,IMMACULATE HEART GIRLS SCHOOL,Western
252,23APF973029562149794,F,2022,54.0,TORORO,ADM,Bachelor of Business Administration,40.6,Very Good,"ST.PETER'S S S, NSAMBYA",Eastern
253,23APF773497053120847,F,2022,37.0,MBARARA,ADM,Bachelor of Business Administration,40.6,Very Good,CITIZEN'S SECONDARY SCHOOL,Western
254,23APF75558240146618,F,2022,21.0,KASESE,ADM,Bachelor of Business Administration,40.6,Very Good,BWERANYANGI GIRLS' SCHOOL,Western
255,23APF1577755457119078,F,2022,16.0,KAMPALA,ADM,Bachelor of Business Administration,40.6,Very Good,"ST.JOSEPH'S S S, NAGGALAMA",Central
256,23APF29999745399277,F,2022,16.0,KAMPALA,ADM,Bachelor of Business Administration,40.6,Very Good,MENGO SECONDARY SCHOOL ANNEX,Central
257,23APF80366285147774,F,2022,32.0,LUWEERO,ADM,Bachelor of Business Administration,40.5,Very Good,GOMBE SECONDARY SCHOOL,
258,23APF965728441150573,M,2022,17.0,KAMULI,ADM,Bachelor of Business Administration,40.5,Very Good,,Eastern
259,23APF1506517349148967,F,2022,32.0,LUWEERO,ADM,Bachelor of Business Administration,40.5,Very Good,BOMBO SECONDARY SCHOOL,
260,23APF766709017120585,F,2022,7.0,BUSIA,ADM,Bachelor of Business Administration,40.5,Very Good,IGANGA SECONDARY SCHOOL,Eastern
261,23APF1275828571125825,F,2022,42.0,MUKONO,ADM,Bachelor of Business Administration,40.5,Very Good,KAJJANSI PROGRESSIVE S.S,Central
262,23APF381587578140617,F,2022,50.0,RUKUNGIRI,ADM,Bachelor of Business Administration,40.5,Very Good,KASHENYI SECONDARY SCHOOL,Western
263,23APF669676791128930,F,2022,75.0,MITYANA,ADM,Bachelor of Business Administration,40.4,Very Good,ROYAL GIANT HS,Central
264,23APF1437772539136624,F,2022,26.0,KISORO,ADM,Bachelor of Business Administration,40.4,Very Good,NAALYA SSS,Western
265,23APF1077306264109180,M,2022,42.0,MUKONO,ADM,Bachelor of Business Administration,40.4,Very Good,"ST MARY'S COLLEGE, KISUBI",Central
266,23APF1261635708134433,F,2022,32.0,LUWEERO,ADM,Bachelor of Business Administration,40.4,Very Good,"ST. ANDREW'S COLLEGE, SSANDA",
267,23APF762973501135454,F,2022,4.0,BUGIRI,ADM,Bachelor of Business Administration,40.4,Very Good,ST MARY'S SS  KITENDE,Eastern
268,23APF107112617140664,F,2022,29.0,KUMI,ADM,Bachelor of Business Administration,40.3,Very Good,JANAN S.S,Eastern
269,23APF323428079109673,F,2022,16.0,KAMPALA,ADM,Bachelor of Business Administration,40.2,Very Good,"STELLA MARIS COLLEGE, NSUBE",Central
270,23APF960305397129206,M,2022,55.0,WAKISO,ADM,Bachelor of Business Administration,40.1,Very Good,KYADONDO SS,Central
271,23APF1517538547136242,M,2020,102.0,KAGADI,ADM,Bachelor of Business Administration,40.1,Very Good,"ST.JOHN BOSCO SEMINARY, HOIMA",
272,23APF722377849102900,F,2022,45.0,NAKASONGOLA,ADM,Bachelor of Business Administration,40.1,Very Good,EKITANGAALA  TRANSFORMATION  H/S,Central
273,23APF1378508918149644,M,2022,81.0,NAKASEKE,ADM,Bachelor of Business Administration,40.0,Good,POPE JOHNPAUL II  HIGH SCHOOL,Central
274,23APF67423397107538,M,2020,13.0,KABAROLE,ADM,Bachelor of Business Administration,40.0,Good,BUDDO SEC. SCHOOL,Western
275,23APF412764419125183,M,2022,16.0,KAMPALA,ADM,Bachelor of Business Administration,40.0,Good,ST. MARK'S SS NAMAGOMA,Central
276,23APF1675658827143291,F,2022,17.0,KAMULI,ADM,Bachelor of Business Administration,39.9,Good,NAMUNGOONA HIGH SCHOOL,Eastern
277,23APF31139068119070,F,2022,16.0,KAMPALA,ADM,Bachelor of Business Administration,39.8,Good,,Central
278,23APF1606376764118183,M,2022,18.0,KAMWENGE,ADM,Bachelor of Business Administration,39.8,Good,,Western
279,23APF756885012144402,F,2022,32.0,LUWEERO,ADM,Bachelor of Business Administration,39.7,Good,SEETA HIGH SCHOOL,
280,23APF287642285112497,F,2022,86.0,BUKOMANSIMBI,ADM,Bachelor of Business Administration,39.7,Good,MENGO SECONDARY SCHOOL ANNEX,Central
281,23APF102226485118056,F,2022,75.0,MITYANA,ADM,Bachelor of Business Administration,39.7,Good,"GOD'S WAY HIGH SCHOOL, MAGANJO",Central
282,23APF1186692872102465,F,2022,55.0,WAKISO,ADM,Bachelor of Business Administration,39.6,Good,ST JOSEPH OF NAZARETH HIGH SCHOOL,Central
283,23APF557443514122617,F,2022,45.0,NAKASONGOLA,ADM,Bachelor of Business Administration,39.6,Good,EKITANGAALA  TRANSFORMATION  H/S,Central
284,23APF724547857117472,F,2022,72.0,KIRUHURA,ADM,Bachelor of Business Administration,39.6,Good,BWERANYANGI GIRLS' SCHOOL,Western
285,23APF739468593128196,F,2022,50.0,RUKUNGIRI,ADM,Bachelor of Business Administration,39.6,Good,MARYHILL HIGH SCHOOL,Western
286,23APF654709945117491,F,2022,3.0,ARUA,ADM,Bachelor of Business Administration,39.6,Good,"CALTEC ACADEMY, MAKERERE",Northern
287,23APF1638045563100637,F,2022,42.0,MUKONO,ADM,Bachelor of Business Administration,39.6,Good,ST MARY'S SS  KITENDE,Central
288,23APF914570761125643,F,2022,6.0,BUSHENYI,ADM,Bachelor of Business Administration,39.5,Good,BWERANYANGI GIRLS' SCHOOL,Western
289,23APF419750983121570,F,2022,49.0,RAKAI,ADM,Bachelor of Business Administration,39.5,Good,BUDDO SEC. SCHOOL,Central
290,23APF1657761013119924,F,2022,55.0,WAKISO,ADM,Bachelor of Business Administration,39.4,Good,MENGO SECONDARY SCHOOL ANNEX,Central
291,23APF700120351112851,F,2022,37.0,MBARARA,ADM,Bachelor of Business Administration,39.4,Good,"NAALYA SEC. SCHOOL ,KAMPALA",Western
292,23APF1333983090138328,F,2022,55.0,WAKISO,ADM,Bachelor of Business Administration,39.4,Good,"ST. LAWRENCE S.S, SSONDE",Central
293,23APF747860084102889,M,2022,68.0,LYANTONDE,ADM,Bachelor of Business Administration,39.4,Good,"UGANDA MARTYRS S.S., NAMUGONGO",Central
294,23APF1673697603130379,F,2022,72.0,KIRUHURA,ADM,Bachelor of Business Administration,39.4,Good,"ST. CATHERINE GIRLS SCH, KAZO",Western
295,23APF1426298779138943,F,2022,86.0,BUKOMANSIMBI,ADM,Bachelor of Business Administration,39.3,Good,SEETA HIGH SCHOOL-MUKONO,Central
296,23APF1572718443122303,F,2022,55.0,WAKISO,ADM,Bachelor of Business Administration,39.2,Good,KAJJANSI PROGRESSIVE S.S,Central
297,23APF563777159110231,M,2022,37.0,MBARARA,ADM,Bachelor of Business Administration,39.2,Good,MBARARA HIGH SCHOOL,Western
298,23APF1527350954146093,M,2022,55.0,WAKISO,ADM,Bachelor of Business Administration,39.2,Good,NAMUNGOONA HIGH SCHOOL,Central
299,23APF1646727489118013,F,2022,88.0,BUTAMBALA,ADM,Bachelor of Business Administration,39.2,Good,BULOBA ROYAL COLLEGE,Central
300,23APF1591560855142995,M,2022,16.0,KAMPALA,ADM,Bachelor of Business Administration,39.2,Good,KAWEMPE MUSLIM SS,Central
301,23APF1601776129123421,M,2022,35.0,MAYUGE,ADM,Bachelor of Business Administration,39.2,Good,"ST HENRY'S COLLEGE, KITOVU",Eastern
302,23APF754391585139565,F,2022,10.0,IGANGA,ADM,Bachelor of Business Administration,39.2,Good,,Eastern
303,23APF1036911578113318,F,2022,105.0,NAPAK,ADM,Bachelor of Business Administration,39.2,Good,KANGOLE GIRLS' SCHOOL,Northern
304,23APF756194455126441,M,2022,80.0,MANAFWA,ADM,Bachelor of Business Administration,39.1,Good,ST MARY'S SS  KITENDE,Eastern
305,23APF1656336216112232,F,2022,32.0,LUWEERO,ADM,Bachelor of Business Administration,39.1,Good,ST. MARK'S SS NAMAGOMA,
306,23APF882142117134176,M,2022,6.0,BUSHENYI,ADM,Bachelor of Business Administration,39.0,Good,"ST.MARY'S VOC SCH, KYAMUHUNGA",Western
307,23APF170261896106757,F,2022,50.0,RUKUNGIRI,ADM,Bachelor of Business Administration,39.0,Good,STENA HILL SCH. KAMPALA,Western
308,23APF306177543124046,M,2022,46.0,NTUNGAMO,ADM,Bachelor of Business Administration,39.0,Good,STANDARD COLLEGE NTUNGAMO,Western
309,23APF781804604120748,M,2022,40.0,MPIGI,ADM,Bachelor of Business Administration,38.9,Good,NAALYA SSS,Central
310,23APF1449490922146985,M,2022,32.0,LUWEERO,ADM,Bachelor of Business Administration,38.9,Good,KIBULI SECONDARY SCHOOL,
311,23APF1601591029118032,M,2022,122.0,PAKWACH,ADM,Bachelor of Business Administration,38.9,Good,TRINITY SENIOR ACADEMY,
312,23APF1357909164129676,F,2022,16.0,KAMPALA,ADM,Bachelor of Business Administration,38.9,Good,SEETA HIGH SCHOOL,Central
313,23APF569333662136198,F,2022,117.0,RUBANDA,ADM,Bachelor of Business Administration,38.9,Good,NYABIKONI S.S.S,
314,23APF730193748121048,F,2022,32.0,LUWEERO,ADM,Bachelor of Business Administration,38.8,Good,MBOGO MIXED SEC SCHOOL,
315,23APF349569732113982,F,2022,112.0,SHEEMA,ADM,Bachelor of Business Administration,38.8,Good,MARYHILL HIGH SCHOOL,Western
316,23APF1333464814133229,M,2022,86.0,BUKOMANSIMBI,ADM,Bachelor of Business Administration,38.8,Good,"NAALYA SEC. SCHOOL ,KAMPALA",Central
317,23APF551630980123804,M,2022,108.0,NWOYA,ADM,Bachelor of Business Administration,38.8,Good,"ST. KIZITO SS,  BUGOLOBI",Northern
318,23APF165862791115871,F,2022,49.0,RAKAI,ADM,Bachelor of Business Administration,38.8,Good,ST. MARK'S SS NAMAGOMA,Central
319,23APF159219198102187,F,2022,50.0,RUKUNGIRI,ADM,Bachelor of Business Administration,38.8,Good,SEETA HIGH SCHOOL-MUKONO,Western
320,23APF1166010791103757,F,2022,6.0,BUSHENYI,ADM,Bachelor of Business Administration,38.8,Good,"BISHOP OGEZ H. SCHOOL, ISHAKA",Western
321,23APF581353615109996,F,2022,6.0,BUSHENYI,ADM,Bachelor of Business Administration,38.7,Good,GOMBE SECONDARY SCHOOL,Western
322,23APF931656098124525,F,2022,55.0,WAKISO,ADM,Bachelor of Business Administration,38.7,Good,"GOD'S WAY HIGH SCHOOL, MAGANJO",Central
323,23APF17154100107843,F,2022,6.0,BUSHENYI,ADM,Bachelor of Business Administration,38.7,Good,BWERANYANGI GIRLS' SCHOOL,Western
324,23APF1192400962111089,F,2022,22.0,KATAKWI,ADM,Bachelor of Business Administration,38.7,Good,"ST. KIZITO SS,  BUGOLOBI",Eastern
325,23APF1260344765138694,F,2022,33.0,MASAKA,ADM,Bachelor of Business Administration,38.6,Good,BUDDO SEC. SCHOOL,Central
326,23APF1620922225127877,F,2022,10.0,IGANGA,ADM,Bachelor of Business Administration,38.6,Good,NABISUNSA GIRLS' SCHOOL,Eastern
327,23APF1308465215126828,M,2022,32.0,LUWEERO,ADM,Bachelor of Business Administration,38.6,Good,SEROMA CHRISTIAN HIGH SCHOOL,
328,23APF1372141086123017,F,2022,101.0,LWENGO,ADM,Bachelor of Business Administration,38.6,Good,MENGO SECONDARY SCHOOL ANNEX,Central
329,23APF22895390138625,F,2022,33.0,MASAKA,ADM,Bachelor of Business Administration,38.6,Good,MASAKA SECONDARY SCHOOL,Central
330,23APF1258343469112773,F,2022,118.0,BUNYANGABU,ADM,Bachelor of Business Administration,38.6,Good,"UGANDA MARTYRS S.S., NAMUGONGO",
331,23APF804312385143607,M,2022,19.0,KANUNGU,ADM,Bachelor of Business Administration,38.5,Good,ST. JOHN'S COLLEGE MPIGI,Western
332,23APF467832761126526,F,2022,55.0,WAKISO,ADM,Bachelor of Business Administration,38.5,Good,"ST.AUGUSTINE COL., WAKISO",Central
333,23APF885745529118781,F,2022,16.0,KAMPALA,ADM,Bachelor of Business Administration,38.5,Good,KIBULI SECONDARY SCHOOL,Central
334,23APF684390583123071,F,2022,16.0,KAMPALA,ADM,Bachelor of Business Administration,38.5,Good,LUBIRI SECONDARY SCHOOL,Central
335,23APF255193196130963,F,2022,97.0,KYANKWANZI,ADM,Bachelor of Business Administration,38.5,Good,"MANDELA S S, HOIMA",
336,23APF196752402143331,F,2022,46.0,NTUNGAMO,ADM,Bachelor of Business Administration,38.5,Good,NTUNGAMO GIRLS' HIGH SCHOOL,Western
337,23APF431959439119889,F,2022,67.0,BUKEDEA,ADM,Bachelor of Business Administration,38.4,Good,NAMIRYANGO SS,Eastern
338,23APF1446080051139386,F,2022,31.0,LIRA,ADM,Bachelor of Business Administration,38.4,Good,"ST.PETER'S S S, NSAMBYA",Northern
339,23APF664946428117097,F,2022,55.0,WAKISO,ADM,Bachelor of Business Administration,38.4,Good,RINES SECONDARY SCHOOL,Central
340,23APF357123862118080,F,2022,37.0,MBARARA,ADM,Bachelor of Business Administration,38.4,Good,ST. AGNES GIRLS SECONDARY SCHOOL,Western
341,23APF716670482149761,F,2022,32.0,LUWEERO,ADM,Bachelor of Business Administration,38.4,Good,MUNTA ROYAL COLLEGE,
342,23APF1159731415124177,F,2022,81.0,NAKASEKE,ADM,Bachelor of Business Administration,38.4,Good,LUBIRI HIGH SCHOOL,Central
343,23APF1159368684115313,F,2022,34.0,MASINDI,ADM,Bachelor of Business Administration,38.4,Good,KIGUMBA INTENSIVE S.S,Western
344,23APF563313922103710,F,2022,25.0,KIBOGA,ADM,Bachelor of Business Administration,38.4,Good,ST.LAWRENCE CITIZEN H S HORIZON,Central
345,23APF1300717245138519,F,2022,37.0,MBARARA,ADN,B.Business Administration (EVE),45.7,Very Good,IMMACULATE HEART GIRLS SCHOOL,Western
346,23APF127703506113533,M,2022,50.0,RUKUNGIRI,ADN,B.Business Administration (EVE),43.2,Very Good,KAJJANSI PROGRESSIVE S.S,Western
347,23APF808470371145649,M,2012,26.0,KISORO,ADN,B.Business Administration (EVE),42.8,Very Good,NAMIRYANGO SS,Western
348,23APF847791420147974,F,2022,55.0,WAKISO,ADN,B.Business Administration (EVE),42.5,Very Good,ST MARY'S SS  KITENDE,Central
349,23APF1167922299149603,F,2022,45.0,NAKASONGOLA,ADN,B.Business Administration (EVE),42.2,Very Good,,Central
350,23APF322793328143187,M,2022,40.0,MPIGI,ADN,B.Business Administration (EVE),41.6,Very Good,BULOBA HIGH SCHOOL,Central
351,23APF1461262689122343,M,2022,55.0,WAKISO,ADN,B.Business Administration (EVE),41.4,Very Good,KABOWA HIGH SCHOOL,Central
352,23APF199228238100131,F,2022,29.0,KUMI,ADN,B.Business Administration (EVE),41.0,Very Good,"NAALYA SEC. SCHOOL ,KAMPALA",Eastern
353,23APF1156725292116895,F,2010,13.0,KABAROLE,ADN,B.Business Administration (EVE),41.0,Very Good,"EAST HIGH SCHOOL, KAMPALA",Western
354,23APF157982729198969,F,2022,60.0,AMURIA,ADN,B.Business Administration (EVE),40.8,Very Good,ST MARY'S SS  KITENDE,Eastern
355,23APF1093227270149491,M,2022,4.0,BUGIRI,ADN,B.Business Administration (EVE),40.8,Very Good,ST. JULIAN HIGH SCHOOL,Eastern
356,23APF1672739043121248,F,2022,5.0,BUNDIBUGYO,ADN,B.Business Administration (EVE),40.6,Very Good,,Western
357,23APF370062601141293,M,2022,55.0,WAKISO,ADN,B.Business Administration (EVE),40.6,Very Good,"ST.MARIA GORETTI S.S, KATENDE",Central
358,23APF1615656773129181,F,2022,55.0,WAKISO,ADN,B.Business Administration (EVE),40.3,Very Good,ENTEBBE  SECONDARY SCHOOL,Central
359,23APF4747008599304,F,2022,46.0,NTUNGAMO,ADN,B.Business Administration (EVE),39.7,Good,MARYHILL HIGH SCHOOL,Western
360,23APF505580049143673,F,2022,120.0,KYOTERA,ADN,B.Business Administration (EVE),39.5,Good,NAGGALAMA SENIOR SECONDARY SCHOOL,
361,23APF1223090652131961,F,2022,32.0,LUWEERO,ADN,B.Business Administration (EVE),39.1,Good,TALENTS COLLEGE MUKONO,
362,23APF1519405559104137,M,2022,55.0,WAKISO,ADN,B.Business Administration (EVE),38.8,Good,MENGO SECONDARY SCHOOL ANNEX,Central
363,23APF352398384125739,F,2022,54.0,TORORO,ADN,B.Business Administration (EVE),38.7,Good,"TRINITY COLLEGE, NABBINGO",Eastern
364,23APF515117132106621,M,2022,37.0,MBARARA,ADN,B.Business Administration (EVE),38.6,Good,"NAALYA SEC. SCHOOL ,KAMPALA",Western
365,23APF40333444839843,F,2013,112.0,SHEEMA,ADN,B.Business Administration (EVE),38.5,Good,ST.MARY'S SS KITENDE (ANNEX),Western
366,23APF1519686137148455,F,2022,51.0,SEMBABULE,ADN,B.Business Administration (EVE),38.4,Good,"ALLIANCE HIGH SCHOOL, NANSANA",Central
367,23APF979575017139312,F,2022,72.0,KIRUHURA,ADN,B.Business Administration (EVE),38.3,Good,SHEEMA GIRLS SCHOOL,Western
368,23APF444030061132732,F,2022,55.0,WAKISO,ADN,B.Business Administration (EVE),38.2,Good,MAKERERE COLLEGE SCHOOL,Central
369,23APF1512596053107559,M,2022,48.0,PALLISA,ADN,B.Business Administration (EVE),37.8,Good,RINES SECONDARY SCHOOL,Eastern
370,23APF491810854130454,F,2022,6.0,BUSHENYI,ADN,B.Business Administration (EVE),37.8,Good,MARYHILL HIGH SCHOOL,Western
